,accommodates,bathrooms,cleaning_fee,host_identity_verified,instant_bookable,number_of_reviews,review_scores_rating,bedrooms,beds,host_response,amenities_ratio,property_type_Condominium,property_type_Guesthouse,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,room_type_Private room,room_type_Shared room,cancellation_policy_moderate,cancellation_policy_strict,regions_Brooklyn,regions_Chicago,regions_LA Mains,regions_New York Mains,regions_Other,regions_Queens,regions_San Francisco,regions_Santa Clarita,regions_Washington
1681,2,1.0,1,1,0,25,98.0,1.0,1.0,1,0.2638888888888889,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1682,2,1.0,0,1,0,39,96.0,1.0,1.0,1,0.18055555555555555,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1683,4,1.0,1,1,1,35,95.0,1.0,1.0,1,0.375,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1684,4,1.0,1,1,1,56,95.0,1.0,2.0,1,0.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1685,2,1.0,1,1,0,18,93.0,1.0,1.0,1,0.4166666666666667,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1686,2,3.0,0,1,0,8,93.0,1.0,1.0,1,0.1388888888888889,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1687,2,1.0,1,1,0,28,97.0,1.0,1.0,1,0.4027777777777778,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1688,7,2.0,1,1,0,29,94.0,2.0,2.0,1,0.3333333333333333,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1689,4,1.0,1,1,1,151,99.0,1.0,2.0,1,0.3888888888888889,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1690,2,1.0,1,1,0,2,100.0,1.0,1.0,1,0.2361111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1691,3,1.0,1,0,0,5,88.0,1.0,1.0,1,0.3611111111111111,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1692,6,3.5,1,1,0,20,100.0,3.0,3.0,1,0.3055555555555556,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1693,9,2.0,1,1,0,33,97.0,3.0,5.0,0,0.5138888888888888,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1694,3,1.0,1,1,1,18,97.0,1.0,1.0,1,0.2916666666666667,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1695,6,2.0,1,1,0,8,90.0,3.0,4.0,0,0.4722222222222222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1696,3,2.0,1,0,0,54,98.0,2.0,3.0,1,0.2777777777777778,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1697,2,1.0,0,1,1,2,100.0,1.0,1.0,1,0.2638888888888889,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1698,1,1.0,0,1,0,13,100.0,1.0,1.0,1,0.2638888888888889,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1699,2,1.0,1,1,0,39,95.0,0.0,1.0,1,0.3055555555555556,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1700,2,1.5,1,1,0,6,100.0,1.0,1.0,1,0.16666666666666666,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1701,2,0.5,0,0,1,7,93.0,1.0,1.0,1,0.1111111111111111,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1702,4,1.0,1,1,0,35,98.0,1.0,2.0,1,0.2777777777777778,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1703,2,1.0,1,1,0,31,95.0,1.0,1.0,1,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1704,2,1.0,1,1,0,27,83.0,1.0,1.0,1,0.3611111111111111,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1705,2,1.0,0,1,0,2,90.0,1.0,1.0,1,0.16666666666666666,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1706,8,1.0,1,1,0,10,82.0,2.0,6.0,0,0.19444444444444445,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1707,8,1.5,1,1,0,260,97.0,3.0,3.0,1,0.5694444444444444,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1708,4,1.0,1,1,1,102,86.0,1.0,2.0,1,0.18055555555555555,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1709,5,1.0,1,1,1,22,100.0,1.0,3.0,1,0.2916666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1710,4,1.0,1,0,1,15,96.0,0.0,2.0,1,0.19444444444444445,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1711,5,1.0,0,1,0,71,97.0,1.0,4.0,1,0.3611111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1712,2,1.0,1,1,0,2,100.0,0.0,1.0,1,0.3055555555555556,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1713,1,1.0,1,1,0,1,100.0,1.0,1.0,1,0.3472222222222222,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1714,2,1.0,1,1,0,4,100.0,1.0,1.0,1,0.2638888888888889,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1715,1,1.0,1,0,0,6,93.0,2.0,2.0,0,0.2777777777777778,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1716,2,1.0,0,0,1,3,100.0,0.0,1.0,1,0.18055555555555555,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1717,2,1.0,0,0,1,2,100.0,0.0,1.0,1,0.18055555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1718,2,1.0,1,0,0,4,100.0,1.0,1.0,1,0.20833333333333334,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1719,4,1.0,1,0,1,26,85.0,1.0,4.0,1,0.4722222222222222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1720,4,1.0,1,1,0,39,91.0,0.0,2.0,1,0.3194444444444444,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1721,2,1.0,1,1,1,1,60.0,0.0,2.0,0,0.3194444444444444,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1722,6,1.0,1,1,1,194,98.0,0.0,3.0,1,0.6805555555555556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1723,1,1.0,0,0,0,3,100.0,1.0,1.0,1,0.18055555555555555,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1724,2,1.0,1,1,0,27,88.0,1.0,1.0,0,0.2222222222222222,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1725,2,1.0,0,1,0,1,100.0,1.0,1.0,1,0.1388888888888889,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1726,4,1.0,1,1,0,8,98.0,2.0,2.0,0,0.20833333333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1727,4,1.0,1,0,0,54,98.0,0.0,3.0,1,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1728,2,1.0,1,1,0,129,99.0,1.0,1.0,1,0.2777777777777778,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1729,1,1.0,1,1,0,22,95.0,1.0,1.0,0,0.1527777777777778,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1730,2,1.0,1,0,1,8,100.0,1.0,1.0,1,0.20833333333333334,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1731,3,1.0,1,1,0,23,98.0,1.0,2.0,1,0.2361111111111111,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1732,4,2.0,1,1,1,143,89.0,1.0,2.0,0,0.4166666666666667,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1733,6,1.0,1,1,1,14,77.0,3.0,5.0,1,0.2777777777777778,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1734,2,1.0,1,1,0,19,97.0,1.0,2.0,1,0.2222222222222222,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1735,4,1.0,1,0,1,11,98.0,1.0,2.0,1,0.5138888888888888,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1736,4,1.0,1,0,0,4,100.0,2.0,2.0,0,0.16666666666666666,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1737,2,1.0,1,0,0,3,87.0,1.0,1.0,1,0.1527777777777778,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1738,4,1.5,1,1,0,27,100.0,2.0,3.0,1,0.4722222222222222,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1739,4,1.0,1,0,1,2,100.0,1.0,2.0,0,0.2222222222222222,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1740,4,1.0,1,1,0,31,96.0,1.0,1.0,1,0.25,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1741,8,2.0,1,1,0,7,100.0,3.0,4.0,1,0.4305555555555556,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1742,6,1.0,1,0,1,15,99.0,3.0,6.0,1,0.2222222222222222,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1743,10,1.0,1,1,1,75,84.0,3.0,4.0,0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1744,2,1.0,1,1,0,56,92.0,1.0,1.0,0,0.08333333333333333,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1745,2,1.5,0,0,0,20,98.0,1.0,1.0,1,0.3333333333333333,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1746,2,1.0,1,1,0,1,100.0,0.0,1.0,1,0.3055555555555556,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1747,2,1.5,1,1,0,1,100.0,1.0,1.0,1,0.1388888888888889,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1748,2,1.5,1,0,0,1,100.0,1.0,1.0,1,0.20833333333333334,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1749,2,1.0,1,1,0,38,98.0,1.0,2.0,1,0.2916666666666667,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1750,3,1.0,1,0,0,9,91.0,1.0,2.0,0,0.2361111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1751,2,1.0,1,1,0,17,99.0,1.0,1.0,0,0.2916666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1752,3,1.0,1,0,0,7,100.0,0.0,1.0,1,0.09722222222222222,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1753,3,1.0,1,0,0,4,85.0,0.0,2.0,1,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1754,2,1.0,1,1,0,24,92.0,1.0,1.0,0,0.2222222222222222,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1755,4,1.0,1,0,1,15,92.0,1.0,2.0,1,0.8472222222222222,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1756,1,1.0,1,1,0,10,88.0,1.0,1.0,1,0.3055555555555556,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1757,2,1.0,1,0,0,2,100.0,1.0,1.0,1,0.125,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1758,2,1.0,1,1,0,69,98.0,1.0,1.0,1,0.2361111111111111,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1759,4,1.0,0,1,0,29,99.0,1.0,2.0,1,0.3611111111111111,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1760,1,1.0,1,1,0,39,96.0,1.0,1.0,1,0.2222222222222222,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1761,5,1.0,1,1,0,37,93.0,2.0,3.0,1,0.2222222222222222,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1762,6,2.0,1,1,0,1,100.0,2.0,3.0,0,0.18055555555555555,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1763,1,1.0,1,0,1,4,100.0,1.0,1.0,1,0.18055555555555555,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1764,8,1.5,1,1,0,19,97.0,4.0,4.0,1,0.4027777777777778,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1765,6,1.0,0,1,1,8,90.0,2.0,3.0,1,0.125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1766,2,2.0,1,1,1,12,80.0,1.0,1.0,1,0.20833333333333334,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1767,2,1.0,1,1,0,84,91.0,1.0,1.0,1,0.25,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1768,4,1.0,1,1,0,86,97.0,2.0,2.0,1,0.20833333333333334,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1769,5,1.0,1,1,0,5,92.0,1.0,2.0,1,0.4444444444444444,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1770,2,1.0,1,1,1,37,100.0,1.0,1.0,1,0.4861111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1771,10,3.5,1,1,0,2,80.0,4.0,6.0,1,0.2222222222222222,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1772,4,1.0,0,0,0,44,98.0,0.0,2.0,1,0.2638888888888889,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1773,3,1.0,0,1,1,5,64.0,0.0,2.0,1,0.20833333333333334,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1774,6,2.0,1,1,0,3,90.0,2.0,2.0,1,0.4027777777777778,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1775,3,1.0,1,1,1,44,98.0,1.0,1.0,1,0.375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1776,6,1.0,1,1,0,18,99.0,2.0,2.0,1,0.3194444444444444,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1777,1,1.0,1,1,1,11,90.0,1.0,1.0,1,0.18055555555555555,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1778,2,1.0,1,1,0,29,90.0,1.0,1.0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1779,2,1.0,1,0,0,6,100.0,2.0,2.0,0,0.2638888888888889,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1780,2,1.0,1,1,0,6,97.0,1.0,1.0,1,0.25,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1781,5,1.0,1,0,0,2,100.0,0.0,3.0,0,0.2361111111111111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1782,4,1.0,1,0,1,112,86.0,1.0,2.0,0,0.2638888888888889,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1783,6,1.0,0,0,0,50,98.0,2.0,3.0,1,0.2916666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1784,2,1.0,1,1,0,6,100.0,1.0,1.0,1,0.2777777777777778,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1785,1,2.0,1,1,0,172,98.0,1.0,1.0,1,0.3055555555555556,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1786,4,1.0,1,1,0,140,97.0,2.0,3.0,1,0.2777777777777778,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1787,4,1.0,1,0,1,2,100.0,1.0,3.0,1,0.375,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1788,6,2.5,1,1,1,4,100.0,3.0,3.0,1,0.375,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1789,3,1.0,1,1,1,55,89.0,1.0,1.0,1,0.2916666666666667,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1790,4,1.0,1,1,0,1,80.0,1.0,2.0,1,0.2222222222222222,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1791,2,1.0,1,1,0,7,83.0,1.0,1.0,0,0.2222222222222222,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
1792,8,1.0,1,1,0,1,100.0,2.0,3.0,1,0.2777777777777778,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1793,2,1.0,0,1,1,15,87.0,1.0,1.0,0,0.3333333333333333,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1794,2,1.0,1,1,0,221,97.0,1.0,1.0,1,0.3055555555555556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1795,1,1.0,0,0,0,1,100.0,1.0,1.0,1,0.20833333333333334,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1796,1,1.0,1,1,0,12,92.0,1.0,1.0,1,0.19444444444444445,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1797,5,1.0,1,1,0,93,78.0,2.0,2.0,1,0.2916666666666667,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1798,2,1.0,0,1,0,21,94.0,1.0,1.0,1,0.3055555555555556,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1799,2,1.0,1,0,1,30,100.0,1.0,1.0,1,0.3194444444444444,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1800,4,2.0,1,1,1,46,91.0,2.0,2.0,1,0.2361111111111111,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1801,2,1.0,1,1,1,92,91.0,1.0,1.0,1,0.375,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1802,2,1.0,1,0,0,2,70.0,1.0,1.0,1,0.1111111111111111,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1803,3,1.0,1,1,0,73,97.0,1.0,1.0,1,0.2777777777777778,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1804,3,1.0,1,1,0,36,86.0,1.0,2.0,0,0.2638888888888889,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1805,2,1.0,1,1,1,12,98.0,1.0,1.0,1,0.2361111111111111,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1806,1,1.0,1,1,0,1,100.0,1.0,1.0,1,0.2361111111111111,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1807,2,1.0,1,0,0,7,100.0,1.0,1.0,1,0.2361111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1808,2,1.0,1,1,0,84,98.0,1.0,1.0,1,0.3194444444444444,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1809,2,1.0,1,1,0,25,100.0,1.0,1.0,1,0.2916666666666667,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1810,2,1.0,1,1,0,15,97.0,1.0,1.0,1,0.2777777777777778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1811,4,2.0,1,1,0,74,98.0,2.0,2.0,1,0.5416666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1812,5,1.0,1,1,1,73,85.0,2.0,3.0,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1813,2,1.0,1,1,0,62,92.0,1.0,1.0,0,0.2361111111111111,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1814,5,1.0,1,1,1,23,90.0,1.0,3.0,1,0.2361111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1815,2,2.0,0,1,0,12,97.0,1.0,1.0,1,0.3055555555555556,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1816,4,1.0,1,1,0,17,99.0,1.0,1.0,0,0.18055555555555555,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1817,8,1.0,1,0,1,73,91.0,2.0,4.0,0,0.4444444444444444,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1818,1,1.0,0,0,1,284,97.0,1.0,1.0,1,0.2916666666666667,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1819,4,1.0,1,0,1,17,95.0,2.0,2.0,0,0.3611111111111111,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1820,3,1.0,1,0,1,31,88.0,0.0,2.0,1,0.4166666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1821,3,1.0,0,1,1,34,93.0,0.0,3.0,1,0.3194444444444444,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1822,7,2.0,1,1,0,6,88.0,3.0,4.0,0,0.19444444444444445,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1823,1,1.0,1,1,0,3,87.0,1.0,1.0,1,0.1527777777777778,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1824,8,1.0,1,1,1,76,95.0,2.0,6.0,1,0.3611111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1825,5,1.0,1,1,1,142,89.0,1.0,5.0,1,0.4305555555555556,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1826,3,1.0,1,1,0,9,100.0,1.0,1.0,0,0.3472222222222222,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1827,2,1.0,0,1,0,10,92.0,0.0,1.0,1,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1828,4,1.0,1,0,0,65,96.0,2.0,2.0,1,0.2361111111111111,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1829,1,1.0,1,0,0,12,97.0,1.0,1.0,1,0.2361111111111111,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1830,3,1.0,1,1,0,65,88.0,1.0,2.0,1,0.16666666666666666,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1831,3,1.0,1,0,1,178,97.0,1.0,2.0,1,0.19444444444444445,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1832,2,1.0,1,1,0,32,95.0,1.0,1.0,1,0.19444444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1833,4,1.0,1,1,0,89,98.0,0.0,2.0,1,0.3055555555555556,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1834,3,1.0,1,1,0,19,99.0,0.0,2.0,1,0.3055555555555556,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1835,1,1.5,1,0,0,6,97.0,1.0,1.0,1,0.1388888888888889,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1836,5,1.0,1,0,1,14,97.0,2.0,3.0,1,0.2916666666666667,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1837,2,1.0,1,1,0,16,86.0,1.0,1.0,0,0.2222222222222222,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1838,2,1.0,1,1,0,1,80.0,1.0,1.0,1,0.2222222222222222,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1839,2,1.0,1,1,0,23,93.0,0.0,1.0,0,0.19444444444444445,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1840,2,1.0,1,1,0,24,95.0,1.0,1.0,1,0.3055555555555556,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1841,2,1.0,1,1,0,6,97.0,1.0,1.0,1,0.16666666666666666,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1842,4,1.0,0,0,1,1,80.0,1.0,2.0,1,0.1388888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1843,4,1.0,1,1,0,40,94.0,1.0,2.0,1,0.3055555555555556,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1844,6,1.0,1,0,1,14,97.0,1.0,3.0,1,0.19444444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1845,5,2.0,1,0,1,38,85.0,2.0,3.0,1,0.2361111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1846,1,1.0,0,1,1,7,100.0,1.0,1.0,1,0.2777777777777778,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1847,3,1.0,1,1,0,4,100.0,1.0,1.0,0,0.1527777777777778,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1848,2,2.0,0,0,0,54,96.0,1.0,1.0,1,0.3194444444444444,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1849,2,1.0,1,1,0,178,94.0,1.0,1.0,1,0.2361111111111111,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1850,6,1.5,1,1,1,37,95.0,2.0,3.0,1,0.6805555555555556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1851,1,1.0,1,0,1,4,100.0,1.0,1.0,1,0.2916666666666667,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1852,2,1.0,0,0,0,12,97.0,1.0,3.0,1,0.25,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1853,2,1.0,0,0,0,208,95.0,0.0,1.0,1,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1854,2,1.0,1,0,0,171,98.0,1.0,1.0,1,0.1111111111111111,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1855,3,1.0,1,1,0,138,95.0,1.0,2.0,1,0.3472222222222222,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1856,2,1.0,1,1,1,38,89.0,1.0,1.0,1,0.1527777777777778,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1857,5,1.0,1,1,1,6,83.0,2.0,2.0,0,0.375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
