property_type,room_type,accommodates,bathrooms,cancellation_policy,cleaning_fee,host_identity_verified,instant_bookable,number_of_reviews,review_scores_rating,bedrooms,beds,price,host_response,amenities_ratio,regions
3,1,1,1.0,1,0,0,0,78,94.0,1.0,1.0,34.99999999999999,1,0.2987012987012987,0
6,2,3,1.0,1,1,0,0,2,100.0,1.0,2.0,199.99999999999991,1,0.2077922077922078,9
6,2,2,1.0,1,0,1,0,8,100.0,1.0,1.0,175.00000000000009,1,0.15584415584415584,9
5,1,1,1.5,2,1,1,0,6,100.0,1.0,1.0,144.99999999999997,1,0.2727272727272727,7
6,2,6,3.0,2,1,1,1,71,97.0,3.0,4.0,254.99999999999991,1,0.3246753246753247,7
6,2,2,1.0,2,1,0,0,1,100.0,1.0,2.0,85.00000000000001,1,0.23376623376623376,2
6,2,4,1.0,2,1,0,0,67,90.0,1.0,1.0,119.99999999999996,0,0.11688311688311688,9
5,1,1,1.0,1,1,1,0,1,80.0,1.0,1.0,59.00000000000002,1,0.23376623376623376,1
6,1,3,1.0,1,1,1,1,1,60.0,1.0,2.0,64.99999999999999,1,0.2077922077922078,2
6,2,4,1.0,1,1,1,1,2,100.0,1.0,2.0,175.00000000000009,1,0.1038961038961039,9
6,2,5,1.0,2,1,0,0,44,96.0,1.0,2.0,88.99999999999999,1,0.3116883116883117,8
5,2,7,2.0,2,1,1,0,36,97.0,4.0,4.0,490.00000000000017,1,0.2597402597402597,8
5,2,3,1.0,2,1,1,1,32,95.0,2.0,2.0,260.00000000000017,1,0.2857142857142857,6
6,2,4,1.0,2,1,1,0,24,95.0,1.0,2.0,119.99999999999996,1,0.14285714285714285,8
6,1,1,1.0,2,1,0,0,5,92.0,1.0,1.0,69.00000000000001,0,0.22077922077922077,9
6,1,2,1.0,1,1,0,0,49,96.0,1.0,1.0,100.00000000000004,1,0.16883116883116883,9
6,2,6,1.0,2,1,0,0,109,79.0,2.0,3.0,249.99999999999991,1,0.2727272727272727,9
6,2,2,1.0,1,1,1,0,29,100.0,1.0,1.0,138.99999999999997,1,0.36363636363636365,5
6,1,2,1.0,0,0,1,0,33,97.0,1.0,1.0,70.00000000000003,1,0.2987012987012987,9
5,1,3,1.0,1,1,1,0,141,95.0,1.0,2.0,142.99999999999994,1,0.3116883116883117,6
6,2,6,1.0,1,1,0,0,27,95.0,1.0,3.0,160.00000000000026,0,0.2077922077922078,9
5,2,6,4.0,1,1,1,0,2,100.0,4.0,5.0,460.0000000000009,1,0.3246753246753247,3
6,2,2,1.0,1,1,1,0,9,93.0,0.0,1.0,149.99999999999997,0,0.2597402597402597,9
5,1,2,1.0,2,1,1,0,18,86.0,1.0,1.0,85.00000000000001,1,0.33766233766233766,1
4,1,3,1.0,1,1,1,1,449,97.0,1.0,2.0,119.99999999999996,1,0.2597402597402597,6
6,2,4,1.0,2,1,0,0,12,96.0,1.0,1.0,159.0,0,0.23376623376623376,8
6,1,2,1.0,0,1,0,0,15,95.0,1.0,1.0,55.00000000000002,1,0.23376623376623376,0
1,1,1,1.0,1,1,1,0,124,99.0,1.0,1.0,122.00000000000004,1,0.23376623376623376,6
6,1,2,2.0,1,1,1,0,145,93.0,1.0,1.0,72.0,1,0.2987012987012987,8
6,2,2,1.0,0,0,0,1,38,97.0,1.0,1.0,115.0,0,0.19480519480519481,5
6,2,6,2.0,2,1,1,0,68,97.0,2.0,3.0,199.0,1,0.3116883116883117,0
5,1,1,1.0,0,0,1,0,163,97.0,1.0,1.0,79.0,1,0.22077922077922077,7
6,2,2,1.0,1,1,1,0,20,99.0,1.0,2.0,125.00000000000004,0,0.22077922077922077,8
6,1,2,1.0,2,1,1,0,31,95.0,1.0,1.0,68.00000000000001,1,0.22077922077922077,9
6,1,2,1.0,2,1,1,0,38,86.0,1.0,1.0,26.99999999999999,1,0.15584415584415584,7
6,2,5,1.0,1,1,1,0,101,98.0,2.0,3.0,95.0,1,0.3116883116883117,3
6,2,4,1.0,2,1,1,0,7,100.0,2.0,3.0,195.0,1,0.3116883116883117,9
6,1,2,1.0,2,0,0,0,6,97.0,1.0,1.0,64.99999999999999,1,0.2597402597402597,7
6,2,2,1.0,2,1,0,0,15,95.0,0.0,1.0,110.00000000000004,1,0.19480519480519481,8
5,1,2,1.0,0,0,1,0,10,96.0,1.0,1.0,64.99999999999999,1,0.23376623376623376,7
6,2,4,2.0,2,1,1,0,9,83.0,2.0,2.0,199.99999999999991,1,0.2597402597402597,7
6,1,2,1.0,1,1,1,0,3,100.0,1.0,1.0,59.99999999999999,1,0.4155844155844156,8
6,2,2,1.0,2,0,0,1,22,100.0,0.0,1.0,119.00000000000013,1,0.2857142857142857,5
5,2,4,2.0,1,1,1,0,63,100.0,2.0,2.0,249.99999999999991,1,0.24675324675324675,7
6,2,3,1.0,1,0,1,0,15,97.0,0.0,2.0,115.0,0,0.012987012987012988,9
6,2,8,3.0,2,1,1,0,22,97.0,4.0,4.0,498.9999999999996,1,0.6103896103896104,6
5,1,2,1.0,0,1,1,1,162,96.0,1.0,1.0,104.99999999999996,1,0.16883116883116883,6
5,2,6,2.5,2,1,1,0,1,80.0,3.0,4.0,249.99999999999991,1,0.2077922077922078,5
5,2,10,2.5,0,1,1,0,2,100.0,5.0,7.0,498.9999999999996,1,0.2987012987012987,7
5,1,2,1.0,2,0,1,1,21,100.0,1.0,1.0,87.0,1,0.36363636363636365,7
6,1,4,1.0,2,1,0,1,24,95.0,1.0,1.0,38.99999999999999,0,0.3116883116883117,3
5,2,4,1.0,0,1,0,0,1,100.0,2.0,2.0,88.99999999999999,1,0.2077922077922078,3
6,1,1,1.0,0,1,0,0,4,100.0,1.0,1.0,100.00000000000004,1,0.18181818181818182,6
4,1,2,1.0,1,0,1,0,2,100.0,1.0,1.0,110.00000000000004,1,0.2857142857142857,5
5,1,2,1.0,1,1,1,0,81,99.0,1.0,1.0,89.99999999999967,1,0.2727272727272727,7
6,2,2,1.0,1,1,0,0,17,95.0,0.0,1.0,110.00000000000004,0,0.22077922077922077,9
6,1,2,1.0,0,0,1,1,28,81.0,1.0,1.0,59.99999999999999,1,0.012987012987012988,4
6,0,1,1.0,2,0,1,1,53,88.0,1.0,1.0,25.00000000000001,1,0.19480519480519481,3
6,2,2,0.0,1,1,1,0,197,97.0,0.0,1.0,99.0,1,0.18181818181818182,0
5,1,2,1.0,1,1,0,0,1,80.0,1.0,1.0,89.99999999999967,0,0.16883116883116883,8
5,1,3,2.0,2,1,1,1,30,96.0,1.0,1.0,110.00000000000004,1,0.3116883116883117,7
5,1,2,1.5,0,1,1,0,10,100.0,1.0,1.0,38.99999999999999,1,0.18181818181818182,9
6,1,2,1.0,1,1,1,0,3,87.0,1.0,1.0,99.0,0,0.09090909090909091,8
6,2,3,1.0,1,1,0,0,1,100.0,1.0,2.0,71.00000000000007,1,0.06493506493506493,8
6,2,16,3.0,2,1,1,0,4,100.0,6.0,13.0,275.00000000000057,1,0.5064935064935064,4
5,1,1,1.5,0,1,0,0,1,100.0,1.0,1.0,55.00000000000002,0,0.16883116883116883,7
5,1,2,1.0,2,0,0,0,18,94.0,1.0,1.0,45.00000000000002,1,0.11688311688311688,8
6,2,3,1.0,0,0,0,0,3,100.0,1.0,2.0,157.00000000000009,1,0.35064935064935066,9
5,1,1,1.0,1,1,0,0,3,100.0,1.0,1.0,74.99999999999997,1,0.2597402597402597,5
6,2,2,1.0,0,1,1,0,4,100.0,1.0,1.0,135.00000000000003,0,0.15584415584415584,8
6,1,2,1.0,1,0,0,1,1,100.0,1.0,1.0,70.00000000000003,1,0.11688311688311688,8
6,1,2,1.0,0,1,0,1,2,80.0,1.0,2.0,104.99999999999996,0,0.18181818181818182,9
6,2,3,1.0,2,0,1,0,163,93.0,1.0,1.0,138.99999999999997,0,0.2857142857142857,8
6,2,4,1.0,2,1,1,0,36,98.0,1.0,2.0,249.99999999999991,1,0.3116883116883117,7
6,2,2,1.0,2,1,1,0,17,93.0,1.0,1.0,87.0,1,0.2987012987012987,7
6,2,2,1.0,2,1,1,0,24,98.0,1.0,1.0,164.9999999999998,1,0.2597402597402597,8
6,1,1,1.0,2,1,0,0,1,100.0,1.0,1.0,53.00000000000001,1,0.2857142857142857,8
3,1,2,1.0,1,0,0,1,3,87.0,1.0,1.0,139.99999999999994,0,0.2857142857142857,2
1,2,6,1.0,2,1,1,0,37,97.0,2.0,3.0,496.00000000000017,1,0.2727272727272727,9
6,2,2,1.0,1,1,1,0,3,100.0,1.0,1.0,100.00000000000004,1,0.24675324675324675,3
5,1,3,1.0,0,0,0,0,9,96.0,1.0,2.0,88.99999999999999,0,0.18181818181818182,2
5,2,3,1.0,1,1,1,0,2,80.0,2.0,2.0,125.00000000000004,1,0.2727272727272727,8
5,1,2,1.5,0,0,0,0,19,97.0,1.0,1.0,115.0,1,0.2727272727272727,1
3,1,2,1.0,0,0,0,0,1,100.0,1.0,1.0,199.99999999999991,1,0.24675324675324675,5
6,2,5,2.0,2,1,0,1,28,99.0,2.0,2.0,219.00000000000003,1,0.4025974025974026,7
0,2,3,1.0,2,1,1,0,9,98.0,1.0,2.0,199.0,1,0.2077922077922078,7
6,2,2,1.0,0,1,0,0,1,100.0,0.0,1.0,100.00000000000004,0,0.18181818181818182,4
5,2,2,1.0,2,1,1,0,115,99.0,0.0,1.0,119.99999999999996,1,0.24675324675324675,1
6,0,6,1.0,2,1,0,0,2,90.0,1.0,3.0,223.00000000000043,1,0.19480519480519481,0
6,1,2,2.0,2,1,1,1,14,79.0,1.0,1.0,56.999999999999964,1,0.16883116883116883,8
6,2,4,1.0,2,1,1,1,55,97.0,2.0,2.0,175.00000000000009,1,0.38961038961038963,8
6,2,10,1.0,2,1,1,1,22,86.0,4.0,4.0,179.0,1,0.19480519480519481,9
6,1,2,2.0,1,0,0,1,9,100.0,1.0,1.0,119.99999999999996,1,0.3246753246753247,6
6,1,2,1.0,2,0,1,0,70,96.0,1.0,1.0,119.99999999999996,0,0.4155844155844156,9
6,2,2,1.0,0,0,1,1,1,100.0,1.0,1.0,144.99999999999997,1,0.11688311688311688,9
6,2,4,1.0,1,1,1,0,1,100.0,1.0,2.0,300.00000000000017,1,0.23376623376623376,4
5,1,1,1.0,2,0,0,0,104,91.0,1.0,1.0,97.0,0,0.2077922077922078,6
1,2,8,1.0,2,0,0,1,25,84.0,3.0,6.0,525.0000000000003,1,0.18181818181818182,9
5,2,8,2.5,2,1,1,0,19,100.0,4.0,5.0,645.0,1,0.33766233766233766,7
5,2,6,2.0,2,1,1,0,29,97.0,3.0,3.0,525.0000000000003,1,0.42857142857142855,6
6,2,4,1.0,0,1,0,0,6,97.0,1.0,1.0,129.99999999999997,1,0.2077922077922078,7
6,2,6,1.0,2,1,0,0,16,89.0,2.0,4.0,260.00000000000017,1,0.2987012987012987,9
5,1,2,1.0,2,0,0,0,21,95.0,1.0,2.0,59.00000000000002,1,0.15584415584415584,2
3,1,1,1.5,0,0,0,0,1,100.0,1.0,1.0,89.99999999999967,1,0.16883116883116883,8
6,2,5,2.0,2,1,1,0,31,90.0,2.0,2.0,249.99999999999991,1,0.18181818181818182,9
3,1,1,1.5,2,1,0,1,7,97.0,1.0,1.0,39.99999999999998,1,0.16883116883116883,4
6,0,2,1.0,0,1,1,0,1,100.0,1.0,1.0,100.00000000000004,1,0.2597402597402597,9
5,1,2,1.0,1,1,1,0,16,100.0,1.0,1.0,70.00000000000003,1,0.24675324675324675,0
6,2,4,1.0,1,1,0,0,50,96.0,1.0,2.0,149.99999999999997,1,0.15584415584415584,8
6,1,2,1.0,2,1,1,0,21,95.0,1.0,1.0,95.0,1,0.23376623376623376,9
6,2,3,1.0,2,1,1,0,29,93.0,0.0,2.0,101.00000000000004,1,0.3116883116883117,5
6,2,5,1.0,2,1,0,0,23,91.0,2.0,3.0,289.99999999999994,1,0.24675324675324675,9
6,2,2,1.0,1,1,1,0,5,100.0,1.0,1.0,74.99999999999997,0,0.19480519480519481,8
6,2,2,1.0,2,1,1,0,50,95.0,0.0,1.0,59.99999999999999,1,0.2597402597402597,8
5,1,2,1.0,1,0,1,0,12,98.0,1.0,1.0,48.99999999999999,1,0.22077922077922077,9
6,2,6,2.0,2,1,1,0,7,100.0,2.0,2.0,349.99999999999983,0,0.19480519480519481,9
6,2,5,1.0,1,1,1,0,12,98.0,1.0,3.0,121.00000000000004,1,0.23376623376623376,2
6,1,2,1.0,0,0,1,0,2,100.0,1.0,1.0,249.99999999999991,1,0.16883116883116883,6
6,2,4,1.0,1,1,1,0,5,93.0,1.0,2.0,300.00000000000017,0,0.2077922077922078,9
5,2,3,1.0,2,1,0,1,47,97.0,0.0,3.0,125.00000000000004,1,0.3246753246753247,8
0,2,2,1.0,0,1,1,0,10,96.0,1.0,1.0,88.99999999999999,1,0.2727272727272727,5
6,1,1,1.0,0,0,1,1,2,80.0,1.0,1.0,50.000000000000036,1,0.18181818181818182,9
6,2,5,1.0,2,1,1,0,12,98.0,3.0,3.0,206.99999999999997,1,0.2857142857142857,8
6,1,2,2.0,2,1,0,0,33,92.0,1.0,1.0,88.99999999999999,0,0.11688311688311688,9
5,1,2,1.0,1,1,1,0,85,100.0,1.0,1.0,92.0,1,0.2857142857142857,7
6,2,2,1.0,2,1,0,0,15,99.0,1.0,1.0,179.9999999999999,1,0.12987012987012986,8
6,2,4,1.0,2,1,0,0,2,100.0,1.0,2.0,300.00000000000017,0,0.18181818181818182,4
2,1,2,1.0,2,1,1,0,106,93.0,1.0,1.0,88.99999999999999,1,0.5584415584415584,2
6,2,5,1.0,1,1,1,1,21,94.0,1.0,1.0,99.0,1,0.38961038961038963,7
6,2,2,1.0,2,0,0,0,9,88.0,1.0,1.0,103.0000000000001,1,0.15584415584415584,9
6,2,4,1.0,1,0,1,0,31,97.0,1.0,2.0,119.99999999999996,1,0.14285714285714285,4
6,2,2,1.0,0,1,1,0,4,100.0,1.0,1.0,100.00000000000004,1,0.23376623376623376,3
3,1,2,3.0,1,0,0,0,17,82.0,1.0,1.0,38.99999999999999,1,0.15584415584415584,1
4,2,4,1.0,0,1,1,1,3,93.0,2.0,2.0,229.00000000000045,1,0.24675324675324675,6
5,1,2,0.0,2,1,1,1,11,98.0,1.0,1.0,64.99999999999999,1,0.16883116883116883,7
6,1,2,1.0,2,1,1,0,16,96.0,1.0,1.0,74.99999999999997,1,0.2857142857142857,9
6,2,2,1.0,1,1,1,0,8,95.0,1.0,1.0,99.0,1,0.2597402597402597,3
6,1,2,1.0,1,0,1,0,36,99.0,1.0,1.0,46.99999999999995,1,0.33766233766233766,3
6,2,2,1.0,2,1,1,0,2,100.0,0.0,1.0,70.00000000000003,1,0.2597402597402597,9
6,1,2,1.0,1,1,1,1,5,96.0,1.0,1.0,55.00000000000002,1,0.23376623376623376,8
6,2,2,1.0,2,1,1,0,137,96.0,0.0,1.0,209.00000000000014,1,0.24675324675324675,4
6,2,6,1.0,2,1,1,0,2,90.0,2.0,2.0,260.00000000000017,0,0.18181818181818182,9
6,2,4,1.0,1,1,1,0,28,95.0,2.0,4.0,248.9999999999997,1,0.35064935064935066,6
6,1,2,1.0,2,1,1,0,8,94.0,2.0,1.0,70.00000000000003,1,0.4025974025974026,2
5,2,10,3.0,2,1,1,0,20,95.0,4.0,6.0,320.00000000000017,1,0.45454545454545453,8
1,2,3,2.0,1,1,1,0,32,99.0,1.0,3.0,164.9999999999998,1,0.2987012987012987,8
6,2,2,1.0,1,1,0,0,15,96.0,0.0,1.0,100.00000000000004,1,0.24675324675324675,0
6,2,2,1.0,1,1,0,0,19,81.0,1.0,1.0,72.0,1,0.15584415584415584,5
6,1,2,1.0,2,1,1,0,107,97.0,1.0,1.0,104.99999999999996,1,0.2077922077922078,4
5,1,1,1.0,0,1,1,1,110,98.0,1.0,1.0,48.99999999999999,1,0.09090909090909091,7
3,1,2,2.5,2,0,1,1,208,91.0,1.0,1.0,100.00000000000004,1,0.2987012987012987,5
5,1,2,1.5,2,1,1,0,12,95.0,1.0,2.0,34.99999999999999,1,0.19480519480519481,2
5,2,2,1.0,2,1,1,0,70,97.0,1.0,1.0,175.00000000000009,0,0.4935064935064935,6
3,0,6,3.0,0,0,0,0,1,100.0,1.0,6.0,28.0,0,0.2857142857142857,5
6,2,5,1.0,1,1,1,0,74,90.0,2.0,2.0,125.00000000000004,1,0.2987012987012987,8
6,2,6,2.0,1,1,1,0,45,83.0,2.0,3.0,224.9999999999998,0,0.15584415584415584,8
6,2,4,1.0,0,1,1,1,36,99.0,1.0,4.0,95.0,1,0.35064935064935066,7
6,2,5,1.0,2,1,1,0,3,100.0,2.0,2.0,169.99999999999991,1,0.2597402597402597,8
6,2,3,1.0,2,1,1,0,2,80.0,1.0,1.0,138.99999999999997,1,0.3116883116883117,4
6,2,3,1.0,0,1,0,1,1,80.0,1.0,1.0,125.00000000000004,1,0.2077922077922078,7
2,1,2,1.0,2,1,1,1,41,100.0,1.0,1.0,89.99999999999967,1,0.24675324675324675,5
4,1,2,1.0,2,1,1,1,21,98.0,1.0,1.0,79.99999999999997,1,0.33766233766233766,7
2,2,8,1.0,1,1,1,1,1,80.0,2.0,3.0,199.99999999999991,1,0.2727272727272727,5
5,2,6,1.0,2,1,1,0,37,96.0,2.0,4.0,248.9999999999997,1,0.2727272727272727,7
3,2,2,1.0,1,1,1,0,50,96.0,1.0,1.0,114.00000000000004,1,0.24675324675324675,6
6,2,4,1.0,1,1,1,0,24,87.0,1.0,1.0,164.9999999999998,1,0.19480519480519481,9
6,1,2,1.0,2,0,1,0,48,89.0,1.0,1.0,59.99999999999999,1,0.1038961038961039,9
3,2,5,1.0,0,1,1,0,22,93.0,2.0,3.0,135.00000000000003,1,0.3116883116883117,0
6,1,2,1.0,0,1,1,0,48,99.0,1.0,1.0,68.00000000000001,1,0.2077922077922078,7
5,1,2,1.0,0,0,1,0,14,87.0,1.0,1.0,45.00000000000002,1,0.23376623376623376,3
4,1,2,1.0,0,1,1,0,3,100.0,1.0,1.0,50.000000000000036,1,0.2987012987012987,0
6,2,4,1.0,2,1,1,1,30,95.0,1.0,2.0,59.99999999999999,1,0.2077922077922078,2
6,2,3,1.0,1,1,1,1,203,96.0,1.0,2.0,149.0,1,0.35064935064935066,5
5,2,8,2.5,2,1,1,0,27,98.0,3.0,3.0,249.99999999999991,0,0.2597402597402597,5
6,1,2,1.0,1,0,0,0,3,100.0,1.0,1.0,74.99999999999997,0,0.24675324675324675,9
6,2,3,1.0,2,1,1,0,45,95.0,2.0,2.0,110.00000000000004,1,0.2857142857142857,9
6,2,2,1.0,1,1,1,0,4,100.0,1.0,1.0,119.99999999999996,0,0.07792207792207792,9
6,2,6,2.0,2,1,1,0,10,93.0,2.0,4.0,295.0000000000001,0,0.3246753246753247,7
5,1,2,1.0,2,1,1,0,6,93.0,1.0,1.0,99.0,0,0.2857142857142857,5
4,2,4,2.0,2,1,0,0,2,100.0,2.0,2.0,279.99999999999994,0,0.19480519480519481,4
5,2,7,2.5,0,1,1,0,60,98.0,3.0,3.0,516.0,0,0.3116883116883117,6
6,2,2,1.0,2,0,1,0,27,92.0,1.0,1.0,138.99999999999997,1,0.15584415584415584,9
6,2,3,1.0,2,0,1,0,109,89.0,0.0,2.0,179.9999999999999,1,0.16883116883116883,9
6,1,2,1.0,1,1,1,0,45,98.0,1.0,1.0,57.99999999999999,0,0.23376623376623376,7
5,2,2,1.0,2,1,0,1,54,97.0,0.0,1.0,125.00000000000004,1,0.2597402597402597,7
6,2,2,1.0,1,0,0,0,4,95.0,1.0,1.0,295.0000000000001,1,0.2857142857142857,7
6,2,6,1.0,1,1,0,1,20,97.0,2.0,3.0,169.0,1,0.2597402597402597,8
6,1,2,1.0,2,1,1,0,6,87.0,1.0,1.0,38.99999999999999,1,0.09090909090909091,8
3,1,2,1.0,2,1,0,0,7,89.0,2.0,2.0,55.00000000000002,0,0.2597402597402597,3
6,1,2,1.0,2,1,1,0,15,97.0,1.0,1.0,89.99999999999967,1,0.1038961038961039,8
5,1,2,1.0,0,1,0,0,24,99.0,1.0,1.0,100.00000000000004,1,0.16883116883116883,7
6,2,4,1.0,2,1,0,1,56,84.0,1.0,2.0,149.0,1,0.23376623376623376,6
6,1,2,1.0,2,1,1,0,72,97.0,1.0,1.0,81.99999999999993,1,0.35064935064935066,9
6,1,2,2.0,2,0,0,0,2,100.0,1.0,1.0,59.99999999999999,1,0.1038961038961039,8
6,2,4,1.0,2,1,0,0,14,97.0,2.0,2.0,749.9999999999999,0,0.2857142857142857,9
6,2,4,1.0,1,0,1,0,32,100.0,1.0,3.0,184.99999999999991,1,0.45454545454545453,8
6,1,2,1.0,2,0,0,0,22,99.0,1.0,1.0,100.00000000000004,1,0.15584415584415584,8
6,1,2,1.0,0,0,0,1,3,93.0,1.0,1.0,50.000000000000036,1,0.2077922077922078,9
4,2,6,2.0,1,0,0,0,1,100.0,3.0,3.0,499.99999999999983,1,0.23376623376623376,6
6,1,4,1.0,2,1,1,1,58,96.0,1.0,3.0,74.99999999999997,1,0.24675324675324675,9
6,2,2,1.0,2,1,1,0,3,90.0,0.0,1.0,106.99999999999996,0,0.1038961038961039,8
5,1,2,1.0,1,1,1,0,29,97.0,1.0,2.0,64.99999999999999,1,0.1038961038961039,2
6,1,2,1.0,2,1,1,1,91,81.0,1.0,1.0,59.99999999999999,1,0.23376623376623376,4
1,2,6,1.0,0,0,0,0,3,100.0,0.0,2.0,249.99999999999991,0,0.2857142857142857,7
6,2,4,1.0,2,1,0,0,8,100.0,1.0,1.0,219.00000000000003,1,0.4155844155844156,3
6,1,1,1.0,2,1,1,0,4,100.0,1.0,1.0,70.00000000000003,0,0.23376623376623376,5
6,2,2,1.0,2,1,1,1,71,88.0,0.0,1.0,79.0,1,0.3246753246753247,7
5,2,4,1.0,0,0,1,0,52,95.0,2.0,2.0,149.99999999999997,0,0.22077922077922077,7
6,1,2,1.0,1,1,1,1,17,86.0,1.0,1.0,95.0,1,0.19480519480519481,6
6,1,2,1.0,1,0,0,0,1,100.0,1.0,1.0,50.000000000000036,1,0.18181818181818182,4
6,1,1,1.0,1,1,1,1,8,100.0,1.0,1.0,50.000000000000036,0,0.16883116883116883,4
6,1,2,1.0,0,0,1,1,2,100.0,1.0,1.0,59.99999999999999,1,0.11688311688311688,8
5,1,2,1.0,1,1,1,0,110,99.0,1.0,1.0,149.99999999999997,0,0.12987012987012986,3
6,1,2,1.0,2,1,1,0,16,96.0,1.0,1.0,79.0,1,0.2727272727272727,9
6,2,4,1.0,2,1,1,0,21,94.0,0.0,2.0,205.00000000000009,0,0.12987012987012986,9
2,2,7,2.0,1,1,1,0,5,100.0,2.0,7.0,224.9999999999998,1,0.38961038961038963,9
5,1,4,1.0,2,1,0,0,8,98.0,0.0,2.0,115.0,1,0.19480519480519481,6
5,2,4,2.5,2,0,1,0,4,100.0,2.0,2.0,749.9999999999999,1,0.35064935064935066,4
6,2,3,1.0,0,1,1,0,8,100.0,1.0,1.0,85.00000000000001,0,0.22077922077922077,5
0,2,4,1.0,1,1,0,0,22,99.0,1.0,2.0,128.99999999999997,1,0.2727272727272727,7
6,2,2,1.0,2,1,1,0,20,100.0,1.0,1.0,129.99999999999997,0,0.37662337662337664,8
4,1,2,1.0,1,1,1,1,4,100.0,1.0,2.0,85.00000000000001,1,0.2727272727272727,8
6,2,2,1.0,2,0,1,0,1,100.0,1.0,1.0,149.99999999999997,1,0.23376623376623376,9
5,1,2,1.0,1,1,1,0,58,90.0,1.0,2.0,74.99999999999997,1,0.23376623376623376,6
6,1,2,1.0,2,0,1,0,53,91.0,1.0,1.0,135.00000000000003,1,0.18181818181818182,8
4,2,3,1.5,1,1,1,0,35,98.0,1.0,1.0,147.99999999999994,1,0.38961038961038963,0
0,2,4,1.0,2,1,1,1,46,95.0,0.0,1.0,114.00000000000004,1,0.2727272727272727,0
6,1,2,1.0,2,1,1,0,5,96.0,1.0,1.0,89.99999999999967,1,0.16883116883116883,9
6,2,6,1.0,1,1,1,0,32,95.0,3.0,3.0,330.0000000000005,1,0.3116883116883117,8
5,1,1,1.0,1,1,1,0,19,98.0,1.0,1.0,26.99999999999999,1,0.23376623376623376,8
4,1,4,1.0,0,1,0,1,1,80.0,2.0,2.0,96.0,1,0.14285714285714285,7
6,2,8,1.0,2,1,1,0,38,91.0,3.0,4.0,211.00000000000003,1,0.15584415584415584,3
6,1,2,1.0,1,1,1,1,24,100.0,1.0,2.0,103.0000000000001,1,0.37662337662337664,6
6,1,1,1.0,2,1,1,0,14,94.0,1.0,1.0,199.99999999999991,1,0.2857142857142857,9
5,2,4,1.5,1,1,1,0,1,100.0,2.0,1.0,179.0,1,0.22077922077922077,7
5,2,6,1.0,2,1,1,1,52,94.0,1.0,3.0,97.0,1,0.2987012987012987,8
6,1,2,1.0,2,1,1,1,31,90.0,1.0,1.0,59.00000000000002,1,0.22077922077922077,0
6,2,5,2.0,2,1,1,0,8,100.0,2.0,4.0,380.00000000000006,1,0.2727272727272727,9
4,2,4,1.0,1,1,0,1,1,80.0,2.0,2.0,199.99999999999991,1,0.2077922077922078,4
2,2,7,3.0,2,1,1,0,29,98.0,3.0,3.0,189.00000000000043,1,0.3246753246753247,7
6,2,2,1.0,2,1,1,0,7,87.0,1.0,1.0,149.99999999999997,1,0.6363636363636364,9
5,0,1,1.0,0,0,0,0,3,100.0,1.0,6.0,45.00000000000002,1,0.012987012987012988,2
6,1,2,1.0,0,1,1,0,11,95.0,1.0,1.0,88.99999999999999,1,0.19480519480519481,9
1,2,2,1.0,2,1,1,0,20,100.0,1.0,1.0,177.00000000000009,1,0.35064935064935066,7
6,1,2,1.0,1,1,1,0,3,100.0,1.0,1.0,30.000000000000004,1,0.18181818181818182,8
6,2,4,1.0,2,1,1,0,4,95.0,1.0,1.0,137.00000000000003,1,0.09090909090909091,8
6,1,4,1.0,2,1,1,0,10,82.0,1.0,2.0,55.00000000000002,0,0.09090909090909091,8
6,2,3,1.0,1,1,1,0,3,100.0,1.0,1.0,160.00000000000026,1,0.23376623376623376,9
5,1,3,1.0,0,0,1,1,8,93.0,1.0,1.0,74.99999999999997,1,0.37662337662337664,1
6,2,4,1.0,0,1,1,0,40,80.0,1.0,2.0,99.0,1,0.15584415584415584,2
5,2,12,3.0,1,1,1,0,2,100.0,5.0,7.0,395.00000000000006,1,0.36363636363636365,0
5,2,2,1.0,1,0,1,0,14,97.0,1.0,1.0,129.99999999999997,0,0.18181818181818182,7
6,2,5,2.0,2,0,1,1,6,100.0,1.0,2.0,300.00000000000017,1,0.4025974025974026,9
6,2,3,1.0,0,1,1,1,1,80.0,1.0,1.0,92.99999999999994,1,0.14285714285714285,2
5,2,2,1.0,2,1,1,0,76,99.0,1.0,1.0,285.00000000000057,1,0.23376623376623376,7
5,1,2,1.0,0,1,1,0,7,93.0,1.0,1.0,64.99999999999999,1,0.09090909090909091,8
4,2,4,2.0,2,1,1,0,11,93.0,2.0,2.0,450.00000000000006,1,0.44155844155844154,6
5,2,8,3.5,1,1,1,0,40,97.0,4.0,4.0,649.9999999999992,1,0.36363636363636365,6
6,2,4,1.0,1,1,0,1,13,100.0,1.0,2.0,99.0,1,0.2727272727272727,5
5,2,6,2.0,2,1,1,0,17,98.0,2.0,2.0,199.0,1,0.2597402597402597,7
5,1,2,1.0,0,0,1,0,84,99.0,1.0,1.0,98.00000000000004,0,0.4155844155844156,6
6,2,3,1.5,2,1,1,0,4,100.0,1.0,2.0,149.0,0,0.38961038961038963,7
6,2,6,1.0,2,1,1,1,92,86.0,1.0,4.0,100.00000000000004,1,0.35064935064935066,7
3,1,1,1.0,2,1,0,0,1,100.0,1.0,1.0,79.99999999999997,1,0.24675324675324675,1
5,1,3,1.0,2,0,0,1,18,89.0,1.0,2.0,50.000000000000036,1,0.12987012987012986,8
