,property_type,room_type,bathrooms,cancellation_policy,cleaning_fee,host_identity_verified,instant_bookable,number_of_reviews,price,host_response,amenities_ratio,regions
2589,6,1,1.0,0,1,1,1,0.05199595695157506,99.0,1,0.16883116883116886,9
2590,6,1,1.0,2,1,1,1,0.19816146830069817,34.99999999999999,1,0.15584415584415584,2
2591,5,2,2.0,2,1,1,1,0.5605305245760038,375.0000000000005,1,0.6233766233766234,4
2592,6,2,1.0,2,1,0,0,0.24751223116122256,175.00000000000009,1,0.2077922077922078,9
2593,5,1,1.0,2,1,1,1,0.5709281362952995,64.99999999999999,1,0.3896103896103896,2
2594,6,2,1.0,2,1,0,1,0.38222437904836837,149.0,1,0.2077922077922078,4
2595,6,1,2.0,2,1,1,1,0.28635778325584454,76.0,0,0.37662337662337664,7
2596,6,2,1.0,0,0,0,1,0.647535651572077,110.00000000000004,1,0.1948051948051948,8
2597,6,2,1.0,2,1,1,0,0.15794430730389022,199.99999999999991,1,0.2987012987012987,7
2598,6,2,1.0,1,1,1,0,0.05198190512931711,118.00000000000004,1,0.18181818181818185,9
2599,6,2,1.0,2,1,1,0,0.11889544000696689,210.0,1,0.14285714285714285,9
2600,6,2,1.5,2,1,0,0,0.22748873603863787,189.00000000000043,1,0.2987012987012987,8
2601,6,1,1.0,2,1,1,0,0.04205403735838951,45.00000000000002,1,0.18181818181818185,9
2602,6,2,1.0,2,1,1,0,0.7764088747275761,195.0,1,0.3116883116883117,6
2603,6,2,1.0,2,1,1,0,0.2700533678187425,184.99999999999991,1,0.18181818181818185,6
2604,6,1,1.0,0,0,1,0,0.142805109658237,64.99999999999999,1,0.4415584415584416,2
2605,5,1,1.0,1,1,1,0,0.049910242273288934,48.99999999999999,1,0.2207792207792208,7
2606,4,1,1.0,0,1,1,0,0.02997752528090085,38.99999999999999,1,0.23376623376623376,3
2607,5,1,1.0,1,1,1,0,0.04984324030193146,42.00000000000001,1,0.2987012987012987,8
2608,6,2,1.0,2,1,1,0,0.03223198835832362,275.00000000000057,0,0.2597402597402597,6
2609,0,2,1.0,1,1,1,1,0.12147889677281225,175.00000000000009,1,0.23376623376623376,1
2610,6,2,1.0,0,0,1,0,0.15111480590292017,199.99999999999991,0,0.11688311688311688,9
2611,6,2,1.0,1,1,0,0,0.19985016853933898,125.00000000000004,1,0.16883116883116886,9
2612,6,2,1.0,2,1,1,1,0.1527830828380352,99.0,1,0.2077922077922078,7
2613,6,1,1.0,1,1,1,0,0.26915921514848096,144.99999999999997,1,0.2727272727272727,4
2614,6,1,1.0,0,0,1,1,0.019975046777556894,46.0,1,0.23376623376623376,2
2615,6,2,2.0,2,1,0,0,0.23193310067546705,498.9999999999996,1,0.24675324675324675,6
2616,4,1,1.0,2,1,0,1,0.019990007493755464,70.00000000000003,1,0.2987012987012987,2
2617,5,2,1.0,2,1,0,0,0.3604689145818089,138.99999999999997,1,0.2727272727272727,6
2618,5,2,1.0,2,0,1,0,0.02996107588559899,125.00000000000004,1,0.23376623376623376,3
2619,6,2,1.0,1,1,1,0,0.8525238710025868,89.99999999999967,1,0.2207792207792208,3
2620,6,1,1.0,2,1,0,0,0.1191276064425623,122.00000000000004,1,0.23376623376623376,9
2621,6,1,1.0,2,1,1,1,0.08109438009766795,44.00000000000002,1,0.18181818181818185,7
2622,6,1,1.0,2,1,1,0,0.5101837149612807,99.0,1,0.23376623376623376,9
2623,6,1,1.0,2,1,0,1,0.26302258301079934,48.99999999999999,1,0.2727272727272727,8
2624,5,1,1.0,0,1,0,0,0.0797214614771931,48.99999999999999,1,0.2207792207792208,7
2625,6,2,1.0,1,1,1,0,0.34243034784088205,132.0000000000002,1,0.2207792207792208,7
2626,6,2,1.0,1,1,1,0,0.22275697170619688,318.99999999999994,1,0.2857142857142857,4
2627,6,1,1.0,2,1,1,0,0.009996501836428782,149.99999999999997,0,0.2987012987012987,8
2628,5,2,2.5,1,0,0,0,0.09007733425625468,219.00000000000003,0,0.3246753246753247,3
2629,6,2,1.0,2,1,1,0,0.019987012661284352,110.00000000000004,1,0.24675324675324675,7
2630,5,1,1.0,2,1,1,1,0.25826399284697216,81.00000000000003,0,0.24675324675324675,4
2631,6,1,1.0,1,1,1,0,0.02997752528090085,74.99999999999997,1,0.1948051948051948,8
2632,6,1,1.0,1,1,0,0,0.009996501836428782,79.99999999999997,1,0.2077922077922078,8
2633,5,1,1.0,2,1,1,0,0.019990007493755464,74.99999999999997,1,0.2857142857142857,7
2634,5,1,1.0,1,1,1,1,0.7642925549425665,144.99999999999997,1,0.2597402597402597,6
2635,5,2,2.5,2,1,1,0,0.2837708288736502,398.9999999999994,1,0.4415584415584416,7
2636,6,2,1.0,2,1,1,0,0.16608332386812194,139.99999999999994,1,0.1948051948051948,5
2637,6,2,1.0,1,1,1,0,0.13142716209764274,125.00000000000004,1,0.23376623376623376,6
2638,4,1,1.5,2,1,0,0,0.046971139230102085,70.00000000000003,1,0.2987012987012987,8
2639,5,2,3.0,0,1,1,0,0.05159576832989018,549.9999999999999,1,0.2857142857142857,7
2640,5,1,1.0,1,1,1,0,0.6195808535137369,85.00000000000001,1,0.1948051948051948,7
2641,6,2,1.0,2,1,0,1,0.086938076898846,99.0,0,0.18181818181818185,9
2642,3,1,1.0,2,1,0,0,0.15342984008963295,46.99999999999995,1,0.18181818181818185,0
2643,4,2,1.0,1,1,1,0,0.06975627879254397,160.00000000000026,1,0.2597402597402597,8
2644,6,2,2.0,2,1,1,0,0.35303800636797844,74.99999999999997,0,0.1948051948051948,3
2645,5,1,2.0,2,1,0,1,0.3408043587184614,70.00000000000003,1,0.2857142857142857,7
2646,5,2,1.0,2,1,1,0,0.009972612920067925,675.0000000000002,1,0.1948051948051948,6
2647,6,2,1.0,2,1,1,0,0.7066053800867129,128.99999999999997,0,0.12987012987012986,9
2648,6,1,1.0,2,1,1,0,0.31329270796693404,74.99999999999997,1,0.24675324675324675,9
2649,5,1,1.0,1,1,1,1,0.6867266160064507,79.0,1,0.35064935064935066,7
2650,5,1,1.0,1,1,1,0,0.23047295483403407,48.00000000000005,1,0.2857142857142857,0
2651,6,1,1.0,1,1,1,1,0.5587172947292686,59.99999999999999,1,0.18181818181818185,8
2652,5,1,0.5,0,0,0,0,0.12529946683450024,31.0,1,0.16883116883116886,4
2653,5,2,2.0,2,1,1,0,0.1705895526955658,299.0000000000004,1,0.24675324675324675,6
2654,6,1,1.0,0,1,1,1,0.47186202748969275,79.99999999999997,1,0.3246753246753247,7
2655,6,2,1.0,1,1,1,0,0.337572275483579,95.0,1,0.2727272727272727,8
2656,5,2,1.0,2,1,0,1,0.5748784218232035,69.00000000000001,1,0.23376623376623376,4
2657,4,2,1.0,1,1,1,1,0.198076550474684,79.99999999999997,0,0.1948051948051948,3
2658,6,1,1.0,2,1,0,0,0.019990007493755464,85.00000000000001,1,0.2727272727272727,7
2659,6,2,1.0,2,1,1,0,0.3099646164105414,175.00000000000009,1,0.42857142857142855,8
2660,0,2,1.0,1,0,0,1,0.03993416290208076,149.99999999999997,1,0.3246753246753247,7
2661,5,1,1.0,1,1,1,0,0.263042475588171,100.00000000000004,1,0.3896103896103896,7
2662,6,2,2.0,1,1,1,0,0.009990513516101198,149.99999999999997,1,0.18181818181818185,2
2663,3,2,1.0,2,1,1,1,0.8382232380526292,149.0,1,0.18181818181818185,6
2664,0,2,1.0,1,1,1,0,0.5769383174645455,146.0,1,0.3116883116883117,1
2665,6,1,1.0,0,1,1,1,0.5117410618711483,14.999999999999993,0,0.3116883116883117,3
2666,6,2,1.0,2,1,1,0,0.2038376997322595,129.99999999999997,1,0.35064935064935066,7
2667,6,2,1.0,1,0,1,0,0.24241017458356032,175.00000000000009,0,0.3116883116883117,8
2668,5,2,2.0,1,1,1,1,0.10907648670730681,199.99999999999991,1,0.2207792207792208,8
2669,6,1,1.5,0,1,0,1,0.03223570965237958,59.99999999999999,1,0.2597402597402597,9
2670,6,1,1.0,1,1,1,0,0.43593331223767867,110.00000000000004,1,0.1038961038961039,9
2671,5,2,2.0,1,0,1,1,0.019958131838645303,76.0,1,0.2857142857142857,0
2672,5,2,1.0,0,1,1,1,0.41027938902332955,175.00000000000009,1,0.3636363636363637,7
2673,6,2,1.0,2,1,0,1,0.06974589040675439,160.00000000000026,1,0.23376623376623376,7
2674,6,2,1.0,1,1,1,1,0.07194354793128103,103.0000000000001,0,0.16883116883116886,0
2675,6,2,1.0,1,0,0,1,0.02993719775796795,144.99999999999997,1,0.2077922077922078,8
2676,5,1,1.0,0,0,1,1,0.9796741363169471,74.99999999999997,1,0.24675324675324675,5
2677,6,1,1.0,2,1,1,0,0.00999800059980007,38.99999999999999,1,0.24675324675324675,4
2678,6,1,1.0,2,1,1,0,0.7722260953575476,48.99999999999999,1,0.2207792207792208,2
2679,6,1,1.0,1,1,1,0,0.4837680273033301,85.00000000000001,1,0.3116883116883117,9
2680,6,1,1.5,0,1,1,0,0.0813367744035513,74.99999999999997,1,0.3376623376623377,8
2681,2,1,1.0,1,1,1,1,0.019990007493755464,95.0,1,0.2987012987012987,8
2682,4,2,1.0,0,0,0,0,0.1594983689661807,249.99999999999991,1,0.2857142857142857,9
2683,5,0,1.5,0,1,1,0,0.3623879728711297,32.999999999999986,1,0.35064935064935066,7
2684,6,2,1.0,0,0,1,1,0.049894863790832945,149.99999999999997,0,0.15584415584415584,2
2685,6,2,1.0,2,1,1,0,0.009994005394605663,169.0,0,0.2987012987012987,7
2686,5,1,1.0,2,0,1,0,0.05255012387918054,34.99999999999999,1,0.23376623376623376,0
2687,6,2,1.0,1,1,1,0,0.019982024263607318,267.00000000000006,0,0.4415584415584416,4
2688,6,2,1.0,1,1,1,0,0.18979134421898963,99.0,0,0.42857142857142855,8
2689,6,2,1.0,1,1,1,1,0.4470023966237167,88.99999999999999,1,0.23376623376623376,7
2690,6,2,2.0,2,0,0,0,0.10497813183356478,305.00000000000006,0,0.3116883116883117,3
2691,6,1,1.0,0,0,1,0,0.00999800059980007,64.99999999999999,0,0.1948051948051948,9
2692,2,1,1.0,0,1,1,0,0.28363299443276563,100.00000000000004,1,0.2207792207792208,3
2693,6,2,1.0,2,1,1,0,0.2825539226324555,258.99999999999994,1,0.24675324675324675,8
2694,5,1,1.5,1,1,0,0,0.06921539159827432,149.99999999999997,1,0.2857142857142857,0
2695,6,2,1.0,2,1,0,0,0.00999250842696695,400.00000000000017,1,0.3116883116883117,9
2696,6,1,1.0,1,1,1,0,0.6830307936606939,96.0,1,0.2207792207792208,8
2697,6,2,1.0,2,1,1,1,0.45077841279788156,122.00000000000004,0,0.4545454545454545,7
2698,6,2,1.0,2,1,1,0,0.6424104880914443,99.0,1,0.24675324675324675,8
2699,6,1,2.0,1,1,1,1,0.02997752528090085,97.0,1,0.2077922077922078,8
2700,6,1,1.0,0,1,1,1,0.019993003672857564,55.00000000000002,1,0.12987012987012986,7
2701,6,2,1.0,1,1,0,1,0.022208517489360154,179.99999999999991,0,0.06493506493506493,9
2702,2,1,1.0,2,1,1,0,0.00999800059980007,88.99999999999999,1,0.18181818181818185,2
2703,6,2,1.0,1,0,0,1,0.04204706649821094,70.00000000000003,1,0.12987012987012986,8
2704,6,2,1.0,2,1,0,0,0.07964241191736886,214.99999999999991,1,0.2597402597402597,4
2705,6,2,1.0,2,1,1,0,0.03215044455888036,125.00000000000004,0,0.2857142857142857,5
2706,6,1,1.0,2,1,0,0,0.02997752528090085,64.99999999999999,0,0.2077922077922078,8
2707,5,1,1.0,2,1,1,0,0.5631879053567185,55.00000000000002,1,0.18181818181818185,6
2708,6,2,1.0,2,1,1,0,0.10148231951452122,149.99999999999997,0,0.3376623376623377,8
2709,6,2,1.0,0,0,1,0,0.009987523388778447,95.0,1,0.2207792207792208,8
2710,6,2,1.0,2,1,1,1,0.42837522506438636,85.99999999999982,1,0.2207792207792208,6
2711,5,2,4.5,2,1,0,1,0.0495122315271509,850.0000000000003,1,0.2727272727272727,9
2712,6,2,1.0,2,1,1,1,0.7175349198116499,149.0,1,0.3116883116883117,7
2713,3,0,0.0,0,0,1,0,0.5234785160351606,69.00000000000001,1,0.2207792207792208,6
2714,6,2,1.0,0,1,1,1,0.1594983689661807,115.0,1,0.2597402597402597,2
2715,6,2,1.0,2,1,1,0,0.16949494907611917,195.0,1,0.18181818181818185,9
2716,5,1,1.0,1,0,1,0,0.6295423174114387,74.99999999999997,1,0.15584415584415584,3
2717,5,1,1.5,2,1,0,0,0.04956815970966096,88.99999999999999,0,0.2857142857142857,1
2718,6,2,1.0,2,1,1,1,0.14609508438076307,110.00000000000004,1,0.15584415584415584,9
2719,5,1,1.0,2,1,1,0,0.5092031091637155,59.00000000000002,1,0.3116883116883117,6
2720,5,2,1.0,2,0,1,1,0.4869768734817253,99.0,0,0.2727272727272727,7
2721,5,1,1.0,1,1,0,0,0.3531344692341261,46.0,1,0.23376623376623376,8
2722,5,1,1.0,2,0,1,0,0.029955100997537662,74.99999999999997,1,0.3376623376623377,7
2723,6,2,2.0,2,1,1,0,0.5846543581648068,119.99999999999996,1,0.24675324675324675,8
2724,6,2,1.0,2,1,1,0,0.814050242481522,245.00000000000009,1,0.2207792207792208,9
2725,5,2,1.0,2,1,1,0,0.14137953415854868,169.0,1,0.24675324675324675,7
2726,5,2,1.0,2,1,1,0,0.13821186862372428,190.0,1,0.18181818181818185,7
2727,6,2,2.0,1,1,1,0,0.049885395235221286,375.0000000000005,1,0.4805194805194805,4
2728,6,2,1.0,2,1,1,1,0.6805861520141164,159.0,1,0.16883116883116886,9
2729,5,1,1.0,1,0,1,0,0.3465420884587369,59.99999999999999,1,0.18181818181818185,2
2730,6,2,1.0,1,1,1,0,0.1383526856430552,108.99999999999996,0,0.2077922077922078,9
2731,6,2,1.5,2,1,1,0,0.05984162924644012,1000.0000000000008,0,0.24675324675324675,9
2732,6,2,1.0,1,1,1,0,0.08959771340703997,190.0,1,0.2207792207792208,8
2733,6,2,1.0,1,1,1,0,0.1574591643244434,249.99999999999991,1,0.4545454545454545,6
2734,6,1,2.0,1,1,1,0,0.7875615306482168,99.0,1,0.35064935064935066,0
2735,6,2,1.0,2,1,1,0,0.06642111641550714,59.99999999999999,1,0.2077922077922078,3
2736,5,2,1.0,1,1,1,0,0.524460805595193,99.0,1,0.24675324675324675,1
2737,6,1,1.0,2,1,1,0,0.3589224475814414,100.00000000000004,1,0.15584415584415584,9
2738,6,1,1.0,1,1,1,0,0.061718074564630535,59.99999999999999,1,0.2857142857142857,8
2739,5,2,6.5,0,1,1,0,0.01973342594909646,1820.0,0,0.23376623376623376,1
2740,6,1,1.0,1,1,0,0,0.07195494974565272,59.99999999999999,1,0.16883116883116886,9
2741,6,1,3.0,1,1,1,0,0.0962911108149554,89.99999999999967,1,0.2597402597402597,9
2742,5,1,1.0,2,0,1,1,0.35759433018818,128.99999999999997,1,0.3896103896103896,6
2743,6,2,1.0,0,0,0,1,0.23065831563997657,44.00000000000002,0,0.24675324675324675,3
2744,5,2,1.0,2,0,1,0,0.47235655974201785,129.99999999999997,1,0.2727272727272727,7
2745,6,1,1.0,1,1,1,0,0.1743154295918656,85.00000000000001,1,0.5194805194805194,9
2746,5,2,1.0,0,1,1,0,0.9392318058439314,169.99999999999991,1,0.2857142857142857,6
2747,5,2,1.0,1,1,0,0,0.10140402531267877,70.00000000000003,1,0.2597402597402597,3
2748,6,2,2.0,2,1,1,1,0.8547232939013691,450.00000000000006,1,0.2987012987012987,6
2749,5,1,1.0,0,1,0,0,0.04992267972327474,89.99999999999967,1,0.35064935064935066,0
2750,6,1,1.0,1,1,0,0,0.09332565252573828,50.000000000000036,0,0.1038961038961039,8
2751,6,2,1.0,2,1,0,0,0.3926547456014349,264.99999999999994,1,0.14285714285714285,4
2752,6,1,1.0,1,1,0,1,0.10149800012848226,45.00000000000002,1,0.23376623376623376,9
2753,6,1,1.0,2,0,1,0,0.09142357770462549,79.99999999999997,1,0.18181818181818185,9
2754,6,2,1.0,0,1,1,0,0.056704797712374265,138.99999999999997,0,0.15584415584415584,6
2755,5,2,1.0,2,1,0,0,0.4190189354833614,285.00000000000057,0,0.15584415584415584,6
2756,6,1,1.0,2,1,1,0,0.10352832275278243,74.99999999999997,1,0.5454545454545454,8
2757,5,1,1.0,2,1,1,0,0.03330866937632457,34.99999999999999,0,0.18181818181818185,8
2758,2,2,4.0,2,1,1,1,0.07657708393890385,895.0,0,0.37662337662337664,8
2759,6,1,1.0,2,1,0,0,0.19408986451825183,74.99999999999997,1,0.16883116883116886,9
2760,2,1,1.0,1,1,1,0,0.10357273644970011,55.00000000000002,1,0.2597402597402597,0
2761,6,1,1.0,1,0,0,1,0.04438421046261338,42.00000000000001,1,0.12987012987012986,9
2762,6,1,1.0,2,1,1,1,0.2247822043965719,149.99999999999997,1,0.16883116883116886,9
2763,6,2,1.0,1,0,1,0,0.08385817947205004,89.99999999999967,0,0.2597402597402597,3
2764,5,2,1.0,2,1,1,0,0.8521514421746031,115.0,0,0.18181818181818185,1
2765,6,2,1.0,0,1,0,1,0.08954448176748207,160.00000000000026,1,0.2727272727272727,8
2766,6,2,1.0,2,1,1,0,0.5506000252743699,89.99999999999967,1,0.2077922077922078,3
2767,5,2,2.0,1,1,1,0,0.1496487377157269,100.00000000000004,1,0.3116883116883117,7
2768,6,1,1.0,2,1,1,1,0.13841540929385449,55.00000000000002,1,0.1948051948051948,2
2769,6,0,2.0,2,0,0,0,0.05964615495378413,169.0,0,0.12987012987012986,3
2770,6,1,1.0,2,0,0,0,0.029917838760203777,149.99999999999997,0,0.11688311688311688,8
2771,5,1,2.0,2,1,1,1,0.5153907711234004,74.99999999999997,1,0.23376623376623376,8
2772,6,1,2.0,1,1,0,0,0.4397566742146926,50.000000000000036,1,0.24675324675324675,1
2773,6,2,1.0,2,1,1,1,0.4936483878287601,400.00000000000017,1,0.2987012987012987,8
2774,6,2,1.0,0,1,1,0,0.20594493871368502,95.0,1,0.2857142857142857,7
2775,6,1,1.0,1,1,1,1,0.881478970052175,70.00000000000003,1,0.15584415584415584,6
2776,2,1,1.0,0,1,1,0,0.009989018116788928,70.00000000000003,0,0.15584415584415584,7
2777,5,1,1.0,2,1,1,0,0.41718561008466043,70.00000000000003,1,0.23376623376623376,7
2778,6,2,1.0,1,1,1,0,0.5875586326783842,88.99999999999999,0,0.2727272727272727,3
2779,6,1,1.0,1,1,0,0,0.391498896739312,115.0,0,0.11688311688311688,9
2780,3,2,1.0,0,0,0,1,0.08944713635159811,169.99999999999991,1,0.4155844155844156,8
2781,6,1,1.0,1,1,0,0,0.8043445338796792,138.99999999999997,1,0.1038961038961039,9
2782,6,2,1.0,2,1,1,0,0.31578093142257974,224.9999999999998,1,0.2727272727272727,9
2783,5,2,1.0,1,1,1,0,0.07187304059729781,349.99999999999983,1,0.4155844155844156,6
2784,3,2,1.0,0,1,1,0,0.04992516832922944,69.00000000000001,1,0.18181818181818185,1
2785,6,2,1.0,2,1,1,0,0.039920239202789955,119.99999999999996,1,0.2597402597402597,3
2786,6,2,1.0,2,1,1,0,0.3160246932595878,169.0,1,0.4935064935064935,6
2787,5,1,1.0,2,1,1,0,0.1673764705881448,81.99999999999993,1,0.24675324675324675,7
2788,4,1,1.0,2,1,1,0,0.6193484248453602,108.99999999999996,1,0.4025974025974026,6
2789,6,2,1.5,0,0,1,0,0.09038538315387822,199.99999999999991,0,0.1948051948051948,3
2790,3,2,1.0,1,1,0,0,0.08961547839450651,125.00000000000004,1,0.3896103896103896,1
2791,6,1,1.0,2,1,1,1,0.09258614337949295,79.99999999999997,1,0.18181818181818185,9
2792,6,2,1.0,1,1,1,0,0.6023830043619032,104.99999999999996,1,0.24675324675324675,8
2793,6,2,2.0,2,1,1,1,0.12099606769169899,159.0,1,0.3376623376623377,7
2794,6,2,1.0,1,1,1,0,0.17693034738587657,160.00000000000026,1,0.23376623376623376,7
2795,6,2,2.0,2,1,1,0,0.02991337663005986,239.99999999999974,0,0.2727272727272727,7
2796,6,1,1.0,2,1,1,0,0.5228690916524306,100.00000000000004,1,0.2727272727272727,4
2797,6,2,2.0,2,1,1,0,0.009736309117610812,425.00000000000017,1,0.4545454545454545,4
2798,5,2,2.0,1,1,1,0,0.3129079100358695,104.99999999999996,1,0.2727272727272727,7
2799,6,2,1.0,2,1,1,0,0.218810713632663,141.00000000000003,1,0.3376623376623377,7
2800,6,1,1.0,2,1,1,0,0.5709281362952995,97.0,1,0.2597402597402597,9
2801,6,2,1.0,0,0,1,0,0.024982440392729517,135.00000000000003,0,0.12987012987012986,9
2802,5,1,2.0,2,1,1,1,0.6416553159828325,74.99999999999997,1,0.4025974025974026,8
2803,6,2,1.0,1,0,0,0,0.09322046296366114,88.99999999999999,1,0.2207792207792208,8
2804,6,2,1.0,0,1,0,1,0.40574176924752814,74.99999999999997,1,0.24675324675324675,2
2805,6,2,1.0,2,1,1,0,0.009972612920067925,144.99999999999997,0,0.11688311688311688,5
2806,5,2,1.0,2,1,1,0,0.31570408224974417,295.0000000000001,1,0.15584415584415584,7
2807,4,2,1.0,2,1,1,0,0.051973479502366665,110.00000000000004,1,0.2857142857142857,4
2808,6,2,1.0,2,1,1,0,0.24689627064419642,149.99999999999997,1,0.2207792207792208,8
2809,6,2,1.0,2,1,0,1,0.6354783011125212,116.0,1,0.2207792207792208,8
2810,6,2,1.0,2,0,1,0,0.48911358037928654,119.00000000000013,1,0.2857142857142857,3
2811,5,1,1.0,2,1,1,0,0.06980829044047548,55.00000000000002,1,0.35064935064935066,1
2812,6,0,1.0,2,1,1,1,0.08898904266275885,46.99999999999995,1,0.24675324675324675,1
2813,6,2,1.0,1,1,1,1,0.8832421415202115,175.00000000000009,1,0.2727272727272727,8
2814,6,0,1.0,0,0,0,0,0.11152722702739926,50.000000000000036,1,0.1038961038961039,7
2815,6,2,1.0,2,1,1,1,0.21495823099599,345.00000000000045,0,0.2987012987012987,9
2816,6,2,1.0,1,0,1,1,0.7707319058598984,133.0,1,0.23376623376623376,3
2817,3,2,1.0,0,0,1,0,0.1226164395686202,74.00000000000003,0,0.1948051948051948,7
2818,5,1,1.0,0,1,0,1,0.14976057446828844,54.00000000000001,1,0.18181818181818185,1
2819,6,1,1.0,2,1,1,0,0.5363581167047862,95.0,0,0.15584415584415584,5
2820,6,2,1.0,2,1,1,0,0.1878570557383943,138.99999999999997,1,0.14285714285714285,7
2821,5,1,2.5,2,1,1,1,0.009989018116788928,349.99999999999983,1,0.2857142857142857,1
2822,5,1,1.0,2,1,1,1,0.1805969565655994,160.00000000000026,1,0.16883116883116886,5
2823,2,2,1.0,2,1,1,0,0.40639900263376316,127.99999999999996,1,0.24675324675324675,8
2824,6,1,1.0,0,1,1,1,0.1386070677545818,70.00000000000003,0,0.2077922077922078,7
2825,6,2,1.0,1,0,1,1,0.2613494333667234,89.99999999999967,1,0.2207792207792208,2
2826,6,2,2.0,2,1,1,0,0.23431601705489344,199.99999999999991,1,0.2727272727272727,9
2827,3,1,1.0,1,1,1,0,0.009996501836428782,59.99999999999999,1,0.2077922077922078,0
2828,6,1,1.0,2,1,1,1,0.1154546609092641,55.00000000000002,1,0.1948051948051948,8
2829,6,2,1.0,1,0,1,1,0.03329635791060134,220.00000000000043,1,0.18181818181818185,8
2830,3,2,2.0,2,1,1,0,0.3032004969797108,220.00000000000043,1,0.2597402597402597,7
2831,6,1,1.0,0,0,0,1,0.00999800059980007,78.0,1,0.15584415584415584,9
2832,6,2,1.0,1,1,1,0,0.1743154295918656,85.00000000000001,1,0.4545454545454545,6
2833,6,2,1.0,2,1,1,0,0.09420598268856367,128.99999999999997,0,0.24675324675324675,2
2834,6,2,1.0,2,1,1,0,0.21774814931832542,195.0,1,0.2597402597402597,4
2835,3,2,1.0,2,1,1,0,0.47845724754634855,175.00000000000009,1,0.2727272727272727,7
2836,0,2,1.0,1,1,1,0,0.6747836485775687,108.99999999999996,1,0.2597402597402597,1
2837,5,1,1.0,1,1,0,1,0.044661850063156025,199.99999999999991,1,0.15584415584415584,6
2838,6,0,0.5,0,0,0,1,0.05421029716138885,30.000000000000004,0,0.2077922077922078,7
2839,6,2,1.0,2,1,0,0,0.4094871569566368,135.00000000000003,0,0.3376623376623377,7
2840,6,2,1.0,1,1,1,1,0.43104160135355857,144.99999999999997,1,0.4675324675324675,9
2841,2,1,2.0,2,1,1,0,0.4433435340293928,125.00000000000004,1,0.3116883116883117,3
2842,5,2,1.0,2,1,1,0,0.032202264328154824,121.00000000000004,1,0.3246753246753247,1
2843,6,1,1.0,2,1,1,0,0.3869365732646079,48.99999999999999,1,0.24675324675324675,3
2844,6,2,1.0,1,1,0,1,0.08134097861487934,179.99999999999991,1,0.3636363636363637,9
2845,6,1,1.0,1,1,0,0,0.01665741511631924,48.99999999999999,1,0.16883116883116886,9
2846,6,1,1.0,1,1,1,0,0.10687396570715306,70.00000000000003,0,0.2077922077922078,9
2847,6,1,1.0,0,0,1,0,0.042061011686753615,64.99999999999999,1,0.12987012987012986,2
2848,5,2,1.0,2,1,1,0,0.37707334353833644,295.0000000000001,1,0.2857142857142857,7
2849,6,2,1.0,1,1,1,0,0.0429586319611895,95.0,1,0.14285714285714285,8
2850,5,1,1.0,0,1,1,0,0.019990007493755464,76.0,1,0.07792207792207792,5
2851,4,1,1.0,1,0,1,1,0.7961901204227219,88.99999999999999,1,0.2727272727272727,7
2852,5,2,2.0,2,1,1,0,0.009980556852758494,275.00000000000057,1,0.14285714285714285,7
2853,6,1,1.0,0,1,0,0,0.019993003672857564,70.00000000000003,0,0.11688311688311688,8
2854,6,2,1.0,2,1,1,1,0.1282978781243877,81.99999999999993,1,0.14285714285714285,7
2855,5,2,2.5,1,1,0,0,0.21877825314832575,300.00000000000017,0,0.18181818181818185,7
2856,6,2,1.0,2,1,1,0,0.05199595695157506,220.00000000000043,1,0.12987012987012986,8
2857,5,1,3.0,0,0,0,0,0.1938062499216541,48.99999999999999,1,0.16883116883116886,7
2858,6,2,1.0,0,1,0,0,0.17295528670404453,85.00000000000001,1,0.3116883116883117,5
2859,6,2,1.0,2,1,1,0,0.16266514168811166,149.99999999999997,0,0.2207792207792208,7
2860,6,2,2.0,2,1,1,0,0.442589034615996,175.00000000000009,1,0.2077922077922078,5
2861,4,2,2.0,2,1,1,0,0.07963057475335332,195.0,1,0.3896103896103896,6
2862,6,1,1.0,2,1,0,0,0.25813383585604366,48.99999999999999,0,0.23376623376623376,9
2863,6,1,1.0,2,1,0,0,0.6493636476356592,70.00000000000003,1,0.16883116883116886,8
2864,6,1,1.5,0,1,1,1,0.052541418963649826,67.00000000000004,1,0.1948051948051948,9
2865,6,2,1.0,1,1,1,1,0.6708492194216595,138.99999999999997,1,0.2987012987012987,5
2866,6,1,1.0,0,0,1,0,0.009996501836428782,69.00000000000001,1,0.18181818181818185,2
2867,5,1,1.5,1,1,1,0,0.5367001286437504,55.00000000000002,1,0.3116883116883117,1
2868,6,2,1.0,0,1,1,0,0.05194542364094178,189.00000000000043,1,0.15584415584415584,9
2869,6,2,1.0,2,1,1,0,0.2937457995634508,98.00000000000004,1,0.18181818181818185,8
2870,2,1,1.0,2,0,1,0,0.1788324586524863,99.0,1,0.3116883116883117,0
2871,6,2,1.0,2,1,1,1,0.4244366063715485,122.00000000000004,1,0.2597402597402597,2
2872,6,2,0.0,0,1,1,0,0.019991006070447338,99.0,1,0.14285714285714285,0
2873,3,2,1.0,2,1,1,0,0.35944359501769535,129.99999999999997,1,0.3376623376623377,1
2874,6,2,1.0,1,1,1,0,0.042012264119646155,137.00000000000003,1,0.23376623376623376,9
2875,3,2,1.0,2,0,1,0,0.012479542518340214,299.0000000000004,0,0.3116883116883117,0
2876,6,2,1.0,1,0,1,0,0.25150431658218936,264.99999999999994,1,0.2597402597402597,9
